분류,이름,주소,전화번호,대표사진주소
일본식라면,윤옥,제주특별자치도 제주시 구남동2길 19-4 혁진빌 1층,010-2492-4636,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA734648A309A4B21821CE62B1898ED5E,,"
"돈까스,우동",돈카츠서황,제주특별자치도 제주시 애월읍 장소로 205-2 1층,064-799-5458,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F4AF6441B351141C196F6871EC0A2811C,"
"초밥,롤",스시도모다찌 제주점,제주특별자치도 제주시 광양8길 1 2층,064-901-2888,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCACD281E79A545B3B47091069CC313FF,"
"돈까스,우동",노조미,제주특별자치도 제주시 국기로2길 2-3,064-744-0730,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F48318A2B060D498190DF2656B0AE1C4D,"
"초밥,롤",스시권,제주특별자치도 제주시 노형로 401,064-745-0079,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2F298b95ac9163706bce440182a6d58154bc4ff272,"
"초밥,롤",황금손가락,제주특별자치도 제주시 1100로 2961 1층,064-746-8281,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7ABC49E961DE4123A6BBC44187BA17E5,"
일식,잇칸시타,제주특별자치도 제주시 애월읍 신엄안2길 54-1,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F65BCE16AD3AD4741BAD46892B9F94F0F,,"
일식,만지식당,제주특별자치도 제주시 애월읍 고내로 13-1 1층,010-9666-1812,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F06A1A518A79245639D6793639A8E1C31,,"
"초밥,롤",스시도모다찌 칠성점,제주특별자치도 제주시 관덕로13길 3 1층,064-758-2888,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F979DAC2EF60D429FAD9BC8D0D0AC6269,"
일식,스시호시카이,제주특별자치도 제주시 오남로 90,064-713-8838,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB6AE9930D87548F595B3B0C23F4C72AF,,"
"초밥,롤",쉐프의 스시이야기,제주특별자치도 제주시 신광로 36,064-745-7785,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6A9D19103BD946778D4B8287EEB156CC,"
"돈까스,우동",호자,제주특별자치도 제주시 구좌읍 세화8길 7 1층 1호,064-784-0412,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF7A2675902CC48B8B55C2EF5FBFFE83E,"
일식집,집아페,제주특별자치도 제주시 서광로13길 3,010-8661-1746,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5FE849AF9BDF43F5AF1889AAA330B9FE,,"
"돈까스,우동",요기소바 본점,제주특별자치도 제주시 원노형6길 3-4 1층,064-711-0071,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F95742B4E48C34643997F1E0C4D76F719,"
"돈까스,우동",우동카덴,제주특별자치도 제주시 조천읍 교래3길 23,064-784-6262,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F7F7F4C55126845BBA370F81C05A20843,"
일식집,모리노아루요,제주특별자치도 제주시 애월읍 하소로 769-58,064-799-4253,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2335583E5703509025,,"
"돈까스,우동",오크라,제주특별자치도 제주시 한림읍 귀덕14길 57-2,064-747-0624,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F6A3342EBD54A434BB836B24F161C599A,"
"초밥,롤",황금손가락 이도점,제주특별자치도 제주시 구남동1길 44,064-723-3888,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F98478D6A8B904859859FE8E6B1F87C21,"
"돈까스,우동",협재수돈가스 수우동직영점,제주특별자치도 제주시 한림읍 한림로 393,064-796-7042,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F230F76B32F6041F595EDB22C4D28C243,"
일식집,다람쥐식탁,제주특별자치도 제주시 한림읍 명월성로 10 1층,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2ABB29E651F44E45B0E1EC3DC73EB89A,,"
"초밥,롤",코하쿠,제주특별자치도 제주시 은수길 108 1층,064-748-8018,","
"초밥,롤",스시오하요,제주특별자치도 제주시 용담로 92,064-712-5425,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1D31A56895394DBAB319AABF956CA6FA,"
"돈까스,우동",살찐고등어,제주특별자치도 제주시 구좌읍 해맞이해안로 1708 1층,064-783-9279,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F545698F3A9C5487FA8989FB29B963D7D,"
일본식라면,마모루,제주특별자치도 제주시 광양13길 10-1,064-722-4303,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1696631CC826439C988F93EE3D817174,,"
일식집,시월,제주특별자치도 제주시 남광로2길 21,070-7799-0777,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FE16030CB997B463D8ED14DD0CBD0A321,,"
"돈까스,우동",얌얌돈까스,제주특별자치도 제주시 구좌읍 구좌로 44,064-782-8865,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD1F87D22CB784202B441CAF2BF3A34F6,"
"초밥,롤",스시우다,제주특별자치도 제주시 용마로 30,064-742-1588,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFEC34F4B47244D5DBB869457A042CB67,"
"돈까스,우동",나라돈까스,제주특별자치도 제주시 절물1길 23,064-711-0221,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FC1365D7A13F04B77BA1495C78517726C,"
"돈까스,우동",연월,제주특별자치도 제주시 애월읍 고하상로 102,0507-1330-6842,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA24C650B57B2432580C488F62D9D5272,"
"돈까스,우동",사는맛먹는맛,제주특별자치도 제주시 애월읍 애월해안로 852 1층,064-772-3595,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F6F0054798B7141F79DE5406630BCF580,"
일식집,후카후카,제주특별자치도 제주시 애월읍 항파두리로 148 1층,064-799-1103,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5DFC9AD4E5964B029F57F01BD325791F,,"
"돈까스,우동",서울촌놈인제주,제주특별자치도 제주시 한림읍 한림해안로 646,064-796-3796,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCFB274EC30F34BACB1BC70895BFFE4DB,"
일식집,추자본섬 연동점,제주특별자치도 제주시 선덕로 14-1 1층,064-747-1115,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FC8D314C93917415290988AA6E441254C,,"
"초밥,롤",슌앤스시,제주특별자치도 제주시 수덕로 4,064-742-0620,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA28E587F35DD4A23BB92D29D8631EFA2,"
"돈까스,우동",서촌제 김녕점,제주특별자치도 제주시 구좌읍 해맞이해안로 140,064-783-3796,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8F212F7D31314DD38E3015CB9CF1A0C9,"
"돈까스,우동",바삭 애월해안도로점,제주특별자치도 제주시 애월읍 애월해안로 724 1층,064-742-8484,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F73DB51208AEB4A3FADB93B5240818274,"
"돈까스,우동",연돈볼카츠 제주사수점,제주특별자치도 제주시 서해안로 317,064-711-2917,","
"초밥,롤",스시앤,제주특별자치도 제주시 고산동산5길 21-1 105호,064-726-9696,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5A50181322CE4F0AAB1D30BBA6B60733,"
"돈까스,우동",몽땅,제주특별자치도 제주시 한경면 연명로 385,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FE429A998B4444B82B510F72079B6E112,"
일식,아루요,제주특별자치도 제주시 애월읍 유수암평화5길 15-8,064-799-4255,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F25266040551A3C5F18,,"
"돈까스,우동",바삭돈가스,제주특별자치도 제주시 과원북4길 61 103호,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F827CCB19E419464A921A40F0EAF94A01,"
"초밥,롤",스시성,제주특별자치도 제주시 연북로 34,064-748-8400,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5B9F99E682954C8ABC26D7704DF2FFD3,"
일식집,오키나와,제주특별자치도 제주시 진군중길 2,064-743-0072,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F47FBFDAB13EA4796A85FFB82274C8E55,,"
"돈까스,우동",멘도롱돈까스,제주특별자치도 제주시 구좌읍 월정7길 58,064-783-5592,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB90707F2410F436AB1EBA79864B99376,"
"돈까스,우동",수제협제돈가스,제주특별자치도 제주시 한림읍 협재1길 1,064-796-3892,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFB00CB0A3FE54FC39202881CC83E33E6,"
"돈까스,우동",홍익돈까스 제주아라점,제주특별자치도 제주시 중앙로 501 1층,064-702-9275,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2E88F037F1924CA59BBADEC4670C1268,"
일식,회심,제주특별자치도 제주시 아봉로 200 1층,064-757-0729,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F814FB427544140DCA5161F45B94F898E,,"
"초밥,롤",쇼고스시,제주특별자치도 제주시 인다13길 39,064-755-7585,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD25C8B0CC74C4E2490E2623265420A3B,"
일본식라면,라신비,제주특별자치도 제주시 한림읍 한림해안로 548,064-796-1999,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FF2A26A407C894B94BBF035431A475D44,,"
"돈까스,우동",달그락식탁,제주특별자치도 제주시 조천읍 신흥로 2,064-784-3707,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F12805AEF6B9F410FAC3F5AD6DB733718,"
"초밥,롤",유군초밥,제주특별자치도 제주시 서광로32길 19 2층,064-757-1778,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F75DB49AF58C847FB967C08426621936F,"
"돈까스,우동",2093하우스,제주특별자치도 제주시 조천읍 남조로 2093,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F85D75AEAB0B843F581763B3BBBFE0827,"
일식집,미도리제주,제주특별자치도 제주시 우령4길 5,064-901-5635,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F567EB12A717148D4A68DDD3C3F555F15,,"
"돈까스,우동",꽁양꽁양,제주특별자치도 제주시 산천단동3길 16,064-722-0525,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F001C4C0AE7B64862A523D66E10033036,"
일식,스시테이,제주특별자치도 제주시 신설로6길 2-11 1층,064-756-1626,",,"
"돈까스,우동",전설의마녀,제주특별자치도 제주시 애월읍 애월해안로 715 2층,064-746-9080,","
"초밥,롤",이노찌,제주특별자치도 제주시 전농로 77 1층,064-753-1634,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F86F052438FC04BCFB58DE47140F7AB1B,"
일식집,갓포제호,제주특별자치도 제주시 구남동6길 23 1층,064-723-3678,",,"
일식,텐동아우라,제주특별자치도 제주시 제주대학로7길 9 1층,010-8610-3774,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FEABAFE1B9EF24B0A94EBEC812AB026C4,,"
일식집,레이식당,제주특별자치도 제주시 구좌읍 해맞이해안로 1156-5,064-782-1893,",,"
일식,마꼬또,제주특별자치도 제주시 월대6길 19,064-900-0076,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F3320637586974908AF576714280C3C8E,,"
"돈까스,우동",형제카츠,제주특별자치도 제주시 인다2길 20,064-751-6767,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6955D34EBB094C1F868C167CAB6C4D70,"
일식,피쉬앤돈,제주특별자치도 제주시 곰방매길 5 1층,064-900-8434,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFFF05DE7029C4AD2B1E09D990F4B9B91,,"
"초밥,롤",송촌초밥,제주특별자치도 제주시 태성로4길 1,064-724-6768,","
"돈까스,우동",로드129,제주특별자치도 제주시 애월읍 애월로 129 1층,010-3076-6122,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F261B333E55519C6A19,"
"돈까스,우동",쪼끄뜨레,제주특별자치도 제주시 한경면 두신로 85 B동,064-773-1007,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FB00227D9192F4EC9A90D1C6391CF134D,"
일식,제주동,제주특별자치도 제주시 문송길 22 1층,064-748-5556,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCA0A7ED894934FD5A929FC66081BB272,,"
"돈까스,우동",촵촵,제주특별자치도 제주시 신설로9길 8-1 1층,0507-1321-6468,","
"돈까스,우동",비상식탁,제주특별자치도 제주시 도남로7길 31 1층,064-723-3605,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1962408485,"
"돈까스,우동",바삭돈가스 아라점,제주특별자치도 제주시 아란5길 31-2,064-726-9800,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F851E33D3F220426586331EB7B9670C22,"
참치회,혼참치,제주특별자치도 제주시 오복4길 3,064-722-4764,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F418662DE39834DE5BF5B4D5BA5E58BD9,,"
일본식라면,담뽀뽀,제주특별자치도 제주시 아란2길 56 1층,064-711-1736,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F4F3950A6F4B148979950CA04686CFC2C,,"
일식집,보롬,제주특별자치도 제주시 국기로3길 3,064-742-3310,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F242034D20DDD4D109486C3217ACEF853,,"
"돈까스,우동",녹근로33,제주특별자치도 제주시 애월읍 녹근로 33,064-799-3340,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F147242B697DF442BBA83FB9FA895AF41,"
"돈까스,우동",빨강코끼리,제주특별자치도 제주시 다랑곶6길 26-1,064-712-8825,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F9F0426ABB9D94ACEA5EEA05B0D3BF0A3,"
일식,제주이와이,제주특별자치도 제주시 애월읍 하귀로 4 1층,010-7109-9104,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4D6E80784BF24818B213B86266421091,,"
"초밥,롤",스시혼,제주특별자치도 제주시 1100로 3191,064-742-7006,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4DB87B5CF51A4A4E8B9B350786A5196A,"
일식,제주침시술소바,제주특별자치도 제주시 동광로 12,,",,"
"초밥,롤",한라봉스시,제주특별자치도 제주시 애월읍 애월북서길 54 2층,070-4566-9001,","
일식집,착한스시,제주특별자치도 제주시 한림읍 협재2길 18 동양빌리지 1층,064-796-2993,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F94BFBF44909A4E0BA24CF06823635E23,,"
"초밥,롤",스시나미,제주특별자치도 제주시 승천로 81 1층,064-726-8333,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F47840C5A4FA541C381D746B5B6B1A28B,"
"초밥,롤",스시황,제주특별자치도 제주시 월랑로12길 22,064-748-0412,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F251EA83454192DDA34,"
"초밥,롤",강윤구스시야,제주특별자치도 제주시 화삼북로 135 2층,064-758-0112,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F314DAEFC67B94D84A9419ED2685D48CE,"
일식,513텐동 제주점,제주특별자치도 제주시 테우해안로 46 2층,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F00520F9B98AD421FA4D6687DB7CBF58A,,"
"돈까스,우동",제주도의푸른밤,제주특별자치도 제주시 구좌읍 월행남길 96-1,064-782-6294,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2710C5335700D0471A,"
"초밥,롤",제주앤스시,제주특별자치도 제주시 고산동산5길 3-4,064-759-5333,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F2DC38F81EB7E47A4A290BFF5D2CFD3A9,"
"초밥,롤",초,제주특별자치도 제주시 애월읍 금성3길 21,010-8914-0187,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3C7D15E306144FEA835AEBB73946AA7E,"
"초밥,롤",스시회관,제주특별자치도 제주시 한경면 연명로 8,064-772-1300,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F89E3C8C8635A4702BE7BD8CE09CBE1D6,"
"돈까스,우동",홍익돈까스 신제주점,제주특별자치도 제주시 1100로 3136,064-711-9275,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F539D5EF7E24D41ED94819D8C9B3D32E8,"
일식,온센 제주점,제주특별자치도 제주시 서해안로 364,064-744-5310,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F2E9B0E7784B340AF940D3B4D38E3676E,,"
"초밥,롤",스시고,제주특별자치도 제주시 신설로11길 7,064-755-3308,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA8115681ADED4986A50882AA5E00E984,"
"초밥,롤",아라스시,제주특별자치도 제주시 인다9길 8 1층,064-723-3335,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4AA78BB8848E45109D74FEF6E4974BED,"
일식,마구로쇼쿠도,제주특별자치도 제주시 신설로9길 26-12 비동 1층 102호,064-803-0199,",,"
일본식라면,세이슌 시청점,제주특별자치도 제주시 서광로32길 34 1층,064-727-2006,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD73C1C7C33E74E35A16DA0043EF91D22,,"
"초밥,롤",하나미,제주특별자치도 제주시 다랑곶6길 28,064-742-7788,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5C1600B5E7D3404287EAF8B35FAA22C2,"
"초밥,롤",셰프의초밥 제주,제주특별자치도 제주시 관덕로15길 2,064-725-8859,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F27400F04D0FF4CCD87354A92010F410C,"
"돈까스,우동",바삭돈까스 삼화점,제주특별자치도 제주시 화삼로 7 3층,064-752-1453,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2C8248B0F7BF4DEBA281BF75B81CC3BA,"
"돈까스,우동",바삭 시청점,제주특별자치도 제주시 서광로32길 32 2층,064-726-4279,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEB4BFF34ED3E427AA134BCE7CA9FE2FF,"
"초밥,롤",이노우에스시,제주특별자치도 제주시 과원로 78-1,064-712-6678,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBD3B684D0C4F499BB4BC1672D1474373,"
일식집,홋카이도,제주특별자치도 제주시 노연로 42 정한오피스텔 2층,064-747-4343,",,"
일식,유메,제주특별자치도 제주시 무근성7길 23,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F2C1F041D9548453481C3E0B4C2F42DF1,,"
"돈까스,우동",카도돈카츠 본점,제주특별자치도 제주시 문송길 19,070-7798-8400,","
일식집,요시노,제주특별자치도 제주시 애월읍 고성남서길 7,064-799-2382,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF69477F086CB47C48BC7049D30841510,,"
일식집,우림일식,제주특별자치도 제주시 도령로 28-2,064-748-0748,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1118FF274BFF1A6082,,"
일식,부온,제주특별자치도 제주시 구남동2길 26 1층,064-723-8904,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F4D3CC157E45E40BEADDE88BA7250A971,,"
"돈까스,우동",응그레,제주특별자치도 제주시 아란7길 46 1층,064-727-0089,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FBB5E228C8E104870BECCBB52E70E7A9B,"
일식집,아루요 두번째,제주특별자치도 제주시 신광로10길 22,064-745-4858,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE017EC6D690248959820F02E22500AA6,,"
"돈까스,우동",키친요디,제주특별자치도 제주시 동화로1길 53-13,0507-1469-0714,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA94E93F440D24149AA61782B9CC25F43,"
일식,소길역,제주특별자치도 제주시 애월읍 소길2길 53,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5D5B92AD76E3493B836B899697C8EEC5,,"
일식집,어쇼일식,제주특별자치도 제주시 복지로북길 22,064-702-4567,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBAEB1A0BD8CA40FF93279727BF26CB02,,"
"초밥,롤",시장초밥,제주특별자치도 제주시 우령6길 3-17 1층,064-712-8188,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F2DD626F8AA9D4578AE5CA1550266B2BD,"
일식,쿠로,제주특별자치도 제주시 인다8길 29 1층 101호,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCE163742BA7E4DBC9EA67C1E3C78D12A,,"
"초밥,롤",스시오타루,제주특별자치도 제주시 인다2길 30,064-752-5271,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3D899730DDA243288787F24DA9DEF751,"
"돈까스,우동",겐짱야,제주특별자치도 제주시 월광로 140,064-745-1003,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD24110D5978E4438B52FF95C8815229F,"
"돈까스,우동",고고리식당,제주특별자치도 제주시 인다5길 11-10,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F73215AD2F40849E0B490927A198FFCF9,"
