카페,카페 뵤뵤,"제주특별자치도 제주시 한림읍 명재로 155 1, 2층",010-5965-3614,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9915B3CA90174C119D5BC9FA41C61FB6
카페,도을,제주특별자치도 제주시 조천읍 와흘리 125,070-8844-0828,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3F71DE802FE041A8A8D92CA0C244BF58
카페,로스트&헤븐,제주특별자치도 제주시 테우해안로 162 1층,064-742-3322,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7420AF25C5844A3D9DE0C258A84F10F6
카페,바닐라파레트,제주특별자치도 제주시 진군길 56-2,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7FFC683D42554487A23FFCC8454DD041
카페,카페이호동,제주특별자치도 제주시 테우해안로 172-15,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1356285136
카페,브릭스제주,제주특별자치도 제주시 구좌읍 김녕로2길 6 1층,010-3098-0219,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F04FA877D93284F2BB046B397047C9CFE
카페,카페오길,제주특별자치도 제주시 구좌읍 평대5길 40,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F6CCB44C0BA744CCEB313152D6B3F6EE2
카페,그루브,제주특별자치도 제주시 한림읍 한림로 333 1~3층,064-796-3336,
카페,롱리브,제주특별자치도 제주시 아란3길 13-3 102호,070-7913-7331,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F03C9D454FE344A7089A4A9A2275A3AC0
카페,에이바우트커피 시청점,제주특별자치도 제주시 광양13길 1,064-702-2555,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC4A453F67DFF4F8D9B884EAF8C0656D1
디저트카페,카페온,제주특별자치도 제주시 다랑곶6길 39,010-9660-0987,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1323421390
카페,해거름전망대카페,제주특별자치도 제주시 한경면 판포리 1608,0507-1361-7259,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F7245E199BFC640719447F64DD7FCCD19
카페,카페쌀쌀,제주특별자치도 제주시 애월읍 신엄로 51,070-4647-0718,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F29AD4DB4C968455D95BA7C8E92C26CD9
카페,씨힐,"제주특별자치도 제주시 해안마을10길 39 스퀘어원플레이스 1, 2층",070-8808-0838,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1301ED93D1304EF9B8E40D941548DA78
카페,블라썸1407,제주특별자치도 제주시 애월읍 고하상로 103,064-799-1407,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F108D64FF12D84A5598CED9F310AE1E5B
커피전문점,컴플렉스,제주특별자치도 제주시 중앙로14길 4 1층,010-6377-5403,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FA81E068885F94160967A01FB1F4B3BEF
카페,돌미롱,제주특별자치도 제주시 아란7길 14,064-759-3383,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB77EF3091F4B436290F1664FE455BE8E
커피전문점,토토네,제주특별자치도 제주시 애월읍 하귀10길 49-2 수지빌 1층,010-9934-1417,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1483455417
카페,관심사,제주특별자치도 제주시 중앙로 77 지하1층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5FB20F80EA094CB38337E281C9A1EE4E
카페,미리로,제주특별자치도 제주시 테우해안로 136 2층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F29E62F76447E4DEE87684A4DC2C51099
디저트카페,라라카페,제주특별자치도 제주시 애월읍 광령평화10길 13 2층,064-742-9200,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fdbdf59b0e93be83b25976d193b43c3bc97f34d4e
커피전문점,유티피커피,제주특별자치도 제주시 고마로 136 은경빌딩 2층,064-752-0060,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEFEA7170B4DA4D13B148139CC58C86E0
카페,그레이트J,제주특별자치도 제주시 애월읍 애월북서길 54,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F79252BB0771B4B1E9C989B04501768E8
카페,제주기와,제주특별자치도 제주시 애월읍 광령남4길 45-1 1층,070-899-7515,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA0B5D44594E94D439C0FE48580B7C687
카페,빠빠라기 시청점,제주특별자치도 제주시 중앙로 218,064-722-1888,
디저트카페,헤이피피,제주특별자치도 제주시 한경면 일주서로 4533-3,070-8805-5757,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2F67452beeacaecbaeb6280c75acb78e25176800b8
카페,콜로세움카페,제주특별자치도 제주시 민오름길 14,064-744-8889,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2F9323402b0c9ed3c168edb03d6401cc5df8d43d97
테마카페,스쿠버스,제주특별자치도 제주시 구좌읍 월정3길 14 1동 2층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F36D8240118144734828F24CEF8BFBD8E
커피전문점,스타벅스 신제주이마트점,제주특별자치도 제주시 1100로 3348 이마트신제주점 1층,1522-3232,
카페,미닝풀모먼츠,제주특별자치도 제주시 노형6길 28,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F55F68C85797643F99D7259FB0A920389
커피전문점,그리트커피,제주특별자치도 제주시 인다6길 57,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F469408F2EEAB4A37B2EE57788E1CB49F
커피전문점,에이바우트커피 종합청사점,제주특별자치도 제주시 청사로 79 1층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2CE5DBF351A9495FABD3563AA5845193
디저트카페,941헤르츠,제주특별자치도 제주시 원노형로 37 현빌딩 2층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F4B1302C4FCDE476B8CD48C262FE64619
카페,놀놀,제주특별자치도 제주시 구좌읍 비자림로 2228,070-7755-2228,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1659199911
커피전문점,공산명월,제주특별자치도 제주시 애월읍 광령평화3길 18 1층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FC64CED5E63D44F5F9DCC8714C9E12D8B
디저트카페,위즈커피,제주특별자치도 제주시 우령2길 19-5,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6739511D00154B96927C34AD1E928022
카페,유스커피,제주특별자치도 제주시 구산로 54,070-4132-1992,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA0C9BC7325424F7780F54E1E8B551896
커피전문점,초밥군커피씨,제주특별자치도 제주시 신선동길 19-1 2층,064-903-1253,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FCA75F0AA6FCE41AA8BF4567EC34BF173
카페,제이제이그랑블루,제주특별자치도 제주시 애월읍 일주서로 6113 2층,064-799-9376,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F5D9B900CA2C74DEAB6D32A0525C72CF0
카페,카페뚜이,제주특별자치도 제주시 한림읍 협재1길 45 1층,064-901-6969,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FC03DF50D8741483B9267F328BE90155E
커피전문점,스타벅스 제주일도DT점,제주특별자치도 제주시 동광로 130,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2D26594369D64F12A637BFDFE313C2D3
카페,스콘가게끌림,제주특별자치도 제주시 지석9길 35-1 1층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F7E1DB4A184D642A69D06A7B301DC8F01
카페,키친오즈,제주특별자치도 제주시 한림읍 협재로 208,064-796-7165,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F02BEB9111AF74C21BFFDFA2F6DB4D700
테마카페,니모스토리,제주특별자치도 제주시 구좌읍 김녕로17길 33-1 1층,064-782-2236,
카페,네꼬야티하우스,제주특별자치도 제주시 애월읍 하귀9길 15 1층,064-712-9500,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F508974BEEE084080BDF5E8B4AF007B26
카페,노을리,제주특별자치도 제주시 애월읍 애월해안로 654 가동 1층,064-741-5050,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FDD57553F94B94E88939B17C75A89AB78
커피전문점,폴바셋 제주아라DT점,제주특별자치도 제주시 중앙로 393,064-702-3883,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F42053A22BC6F48B9B3FD8F3467D76F7C
커피전문점,에이바우트커피 외도점,제주특별자치도 제주시 우정로 24 1층,064-744-3666,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD506BD496DD14DCE90318D1CDF4521F1
북카페,책다방,제주특별자치도 제주시 구좌읍 월정1길 70-1,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF18ABD5975244920880830CF29050552
커피전문점,에이바우트커피 노형점,제주특별자치도 제주시 월랑로10길 1 1층,064-744-1555,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F791CCA6443384B4BBB6F3308AD00B1CD
디저트카페,디져트39 제주이도점,제주특별자치도 제주시 연신로 85,064-753-6338,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F83A22BDFE5BC4323A46E5656D50B5F7D
카페,바람이머무는곳,제주특별자치도 제주시 애월읍 애월해안로 27-12,064-799-2292,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FE39A04096B2B485683B6EC90016E948C
카페,슬로보트 아뜰리에,제주특별자치도 제주시 애월읍 하귀2길 46-16,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FD7077D48470C4097A43D41B5134486BC
카페,걸어가는늑대들 전이수갤러리,제주특별자치도 제주시 조천읍 조함해안로 556,0507-1344-9482,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FA9FFEB2D91EB475DA798FF4AEB10B1D5
카페,오후다섯시 두가지착각 조차도,제주특별자치도 제주시 조천읍 조함해안로 273-37 1층,064-784-8889,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA16388CA22854BE88F615AF172D9E0B5
커피전문점,88로스터즈,제주특별자치도 제주시 금산5길 35-1 1층,070-4400-1988,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1878218467
카페,커피팀버 노형점,제주특별자치도 제주시 다랑곶4길 10,064-746-9199,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2F3FE7FE1EAF4529B4892842DA99D64A
카페,에이바우트커피인제점,제주특별자치도 제주시 고마로 107,064-723-7772,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8B50D3E4083341F6ABF776C13074E4F2
카페,공생,제주특별자치도 제주시 천수동로2길 23,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0C2D916BEFB245E9AF4380F108505C7A
디저트카페,보리다,제주특별자치도 제주시 오복1길 17,064-755-3954,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1006255170
카페,제주 함덕 카페 라라떼커피,제주특별자치도 제주시 조천읍 신북로 494 1층,010-8495-3442,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1436536655
커피전문점,커피동굴,제주특별자치도 제주시 사라봉길 5 지하1층,010-5188-0805,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F89CB8D9F4C8F4C24907B4BBC2CD56951
디저트카페,도리화과,제주특별자치도 제주시 아연로 194,064-748-3132,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F44DBE97016244BB7B61EBE43C8680015
디저트카페,엘리사,제주특별자치도 제주시 애월읍 가문동상2길 28 1층,064-744-0124,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FDE7EB314666C4EDDA06A70F63960C274
커피전문점,제대가는길,제주특별자치도 제주시 제주대학로 75-1,064-721-0110,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2753D33853916EDA0A
디저트카페,오늘의마카롱,제주특별자치도 제주시 노형5길 36,064-747-1735,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7D0328EF33B14D29A54CE72885981EB3
카페,밀팟제주,제주특별자치도 제주시 원남6길 58 1층,064-727-1107,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F025F1E32A4BC46D695C749C880742C45
카페,하도1940,제주특별자치도 제주시 구좌읍 해맞이해안로 1681-3,064-782-1940,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA94B5FB754524DA08EFB577F1C236D96
디저트카페,어글리딜리셔스,제주특별자치도 제주시 구남동2길 19-8,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDF7F4384B7A04E108B8A2BE97321B38B
카페,제주몹시,제주특별자치도 제주시 월대1길 10 1층,070-4196-5140,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F646E3AB8E4444C649F267A8ECEDD1D21
키즈카페,타요키즈카페 제주용담점,제주특별자치도 제주시 남성로 75 미래컨벤션센터 6층,064-759-7942,
카페,화수목,제주특별자치도 제주시 구좌읍 해맞이해안로 1028 1층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F25BC15A20131467C97B662C8FC09E7E4
커피전문점,에이바우트커피 연북로점,제주특별자치도 제주시 연북로 161,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F281928F5046B4681BD9FA1BA76CE498A
디저트카페,제주돌창고,제주특별자치도 제주시 한경면 조수7길 8,064-773-1972,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1729195346
카페,보라지붕,제주특별자치도 제주시 조천읍 함덕19길 6,064-782-6827,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F6426B3A9D73447899B66ACA02BFFCF5E
카페,볼수록제주,제주특별자치도 제주시 애월읍 하소로 154-1 제2동 1층,010-9327-2705,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F1C14DBF83AE043B3AE38778176EE1D44
디저트카페,베터플랫,제주특별자치도 제주시 탑동해안로 74 1층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1CD109E60850441DB3E6698BCECCE084
카페,티엔미미,제주특별자치도 제주시 연동4길 8,0504-1846-8939,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6A49D64D8F9D4C278C5668FE904607E6
카페,일루올레,제주특별자치도 제주시 한경면 일주서로 4235 1층,0507-1421-5514,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F505C15FE2C844955927A8C9282A7D3C4
커피전문점,그린페블,제주특별자치도 제주시 한림읍 수동7길 54-3,064-772-5011,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F5144FB6E87AE453B9F6D6DB2DA916174
디저트카페,식빵가게,제주특별자치도 제주시 월성로10길 1 1층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF72F15B0363B4C7095AE85C8CF78A728
카페,카페 제주동네,제주특별자치도 제주시 구좌읍 종달로5길 23,070-8900-6621,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD405480B830C44A0A2DA0C423FE31908
카페,아이엠더그라스,제주특별자치도 제주시 구좌읍 월정5길 48-2,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F0BEB454C118847359EA101DCDE32C7B4
카페,히아담,제주특별자치도 제주시 과원로 28 1층,064-745-0056,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2029E49314EF4C5FB3891B80A40939CA
카페,카페다 제주,"제주특별자치도 제주시 조천읍 신촌북3길 4-7 1, 2층",064-783-5388,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FE7C7795DA2FD43879E99C3F2CDABF258
카페,오늘도화창,제주특별자치도 제주시 구좌읍 월정5길 56,,
테마카페,아트인명도암,제주특별자치도 제주시 명림로 209,064-727-1253,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FB333A511F2ED4FDFB000490B9AD0EA88
커피전문점,만사오케이,제주특별자치도 제주시 전농로 81 1층,0507-1400-0547,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_2139034120
카페,바미아일랜드,제주특별자치도 제주시 구좌읍 해맞이해안로 474-1 1층,064-782-4741,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F4AFCDF709BD649A4A6D584A42E6FF0CE
커피전문점,그레이베이스,제주특별자치도 제주시 서해안로 238,064-712-0733,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7905D117A08B4902AC9DB662C271BDEF
카페,토투가커피,제주특별자치도 제주시 한림읍 귀덕9길 19,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD530B86C79E247C7BEC0F78468C03848
카페,배롱정원,제주특별자치도 제주시 한림읍 협재4길 19,064-796-7766,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FDE6481B3DCE3457B9FB1DECBE96B9F53
커피전문점,에이바우트커피 첨단점,제주특별자치도 제주시 첨단로 227,064-759-2666,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4F9C5CD15AD64B50B7001A276B6273BE
카페,어음분교1963커피,제주특별자치도 제주시 애월읍 어림비로 376,064-799-7706,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F5E146B442BD247998192CDEA417C9682
카페,카페열리,제주특별자치도 제주시 신성로 6,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBA011E1A83B641A1BE660B76F22A7B0B
카페,카페단단,제주특별자치도 제주시 관덕로4길 1-6,010-6290-2846,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F9A98F41C5D6C4A7092E807C571EF15C5
카페,플래닛 제주,제주특별자치도 제주시 삼무로 35,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F2AE2DAB0D25A47468042C9AB63D50062
카페,카페쏘해피,제주특별자치도 제주시 서광로13길 32 1층,070-4090-3407,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1AF054AA65C84AAE8BB4B800095F5CD1
카페,안녕세화씨,제주특별자치도 제주시 구좌읍 세화3길 35 3층,064-782-6030,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F201ABE6DE1104CE680F4981DE9CF52D7
만화카페,벌툰 제주한라대점,제주특별자치도 제주시 진군남4길 5 2층,064-711-3059,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FECF32D9C293D4A2D836CC6EAB75C2BFD
카페,주네가네 키친앤카페,제주특별자치도 제주시 구좌읍 행원로7길 23-6,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2243E44855D00E770D
카페,한라드블랑,제주특별자치도 제주시 아란1길 57-8 케렌시아 1층,070-8775-7788,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F038B62024E394DDC855608C9813DE53A
디저트카페,트라이브,제주특별자치도 제주시 애월읍 애월로 11,064-799-1031,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fa51964c271a9c447d7d9ed9db99cbd2f5772f35d
커피전문점,빈파일럿커피,제주특별자치도 제주시 한라대학로 33,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1035341911
디저트카페,카페소바니,제주특별자치도 제주시 수덕9길 85-6 1층,070-8625-9579,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1338091425
커피전문점,투썸플레이스 제주노형DT점,제주특별자치도 제주시 월랑로 70 1층,064-711-9006,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA987C45406884809AA37D39640D30EDA
커피전문점,특활제주,제주특별자치도 제주시 애월읍 하광로 266 1층,064-805-5566,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F779E4A3074B04C128BD5124DD7905B4E
디저트카페,망원동티라미수 제주노형점,제주특별자치도 제주시 노형9길 6 1층,064-744-3369,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FC772C8AC331D4B549BBE13345D139B17
디저트카페,트라이브 신창점,"제주특별자치도 제주시 한경면 한경해안로 474-22 1, 2층",064-773-1033,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F07A177E8744F41CF8938B79A333AE963
카페,제3공간,제주특별자치도 제주시 연화중길 21 1층,0507-1413-6608,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F19D7D08036704EFEBB4880E585F04805
카페,애월전분공장카페,제주특별자치도 제주시 애월읍 중엄3길 60,0507-1371-2217,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F0BF27B154A664A24A725113561C336E0
카페,동명리공간,제주특별자치도 제주시 한림읍 한림중앙로 56,070-8866-1724,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F994668A5BAE14601862E066F53A81A04
카페,오가닉제주,제주특별자치도 제주시 구좌읍 구좌로 53,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC8026D60CDEF41319455DF964500BFAB
테마카페,성수미술관 제주특별점,제주특별자치도 제주시 구좌읍 해맞이해안로 1726,070-7725-1990,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F99D834302D4D4498A28DB6735F59533F
